title,time,artist,album,genre,plays
We Are Ghosts (Acoustic Version),3:39,James Vincent McMorrow,Early in the Morning,Alternative,11
Waves,3:00,Jeremy Loops,Critical as Water,Pop,11
love somebody like you,3:47,joan,portra - EP,Pop,11
Arcadia,4:14,Jordan Critz,Aegis - EP,Worldwide,11
Hereafter,2:26,Jordan Critz,Kingdom - EP,Instrumental,11
No Matter What (feat. Svrcina),3:10,Jordan Critz,No Matter What (feat. Svrcina) - Single,Alternative,11
Polaris,3:05,Jordan Critz,Parcel & Sky - EP,Instrumental,11
Infinite,3:53,Jordan Critz,When We Get Home - EP,Worldwide,11
High Hopes,3:50,Kodaline,In a Perfect World,Alternative,11
Castle Street,7:51,Lewis Watson,The Morning (All of the Songs),Singer/Songwriter,11
The Boy Who Could Fly,4:19,Louis Dunford,The Boy Who Could Fly - Single,Alternative,11
Middle of the Bed,3:12,Lucy Rose,Like I Used To,Alternative,11
Little Brave,3:10,Lucy Rose,Like I Used To,Alternative,11
All Day All Night,3:51,Moon Taxi,Daybreaker,Alternative,11
Didn't See It Coming,4:31,My Brothers And I,Heartbeat - EP,Pop,11
Where to Start,3:09,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,11
Lay Down,4:12,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,11
Hate My Favorite Band,2:54,Nightly,Hate My Favorite Band - Single,Alternative,11
Midnight Moon,3:31,Oh Wonder,Oh Wonder,Alternative,11
Heart Hope,4:09,Oh Wonder,Oh Wonder,Alternative,11
Still Though We Should Dance,3:04,Radnor & Lee,Radnor & Lee,Contemporary Folk,11
GO FAST BABY,2:43,Raissa,HEROGIRL - EP,Pop,11
Bad Habits,2:00,Sally Boy,Lies I Tell Myself,Pop,11
Atlas: Eight,4:09,Sleeping At Last,Atlas: Eight - Single,Singer/Songwriter,11
Earth (Instrumental),4:28,Sleeping At Last,Atlas: Space (Deluxe),Alternative,11
Atlas: Three,4:06,Sleeping At Last,Atlas: Three - Single,Singer/Songwriter,11
The Light (Interlude),1:05,Talos,Far Out Dust,Alternative,11
"Dawn, The Front",3:05,Talos,Far Out Dust,Alternative,11
Far Out Dust,4:42,Talos,Far Out Dust,Alternative,11
Take Your Time,3:40,Vance Joy,Nation of Two,Alternative,11
Cult of Personality,3:25,Young the Giant,American Bollywood,Alternative,11
This One Is for You (Rip Dad),2:33,Yung City,This One Is for You (Rip Dad) - Single,Alternative,11
"Wow, I'm Not Crazy",3:17,AJR,Neotheater,Pop,10
Canyons,3:52,Alexis Ffrench,Truth,Classical Crossover,10
Damn Baby,2:54,Alt Bloom,Astronaut Complex - EP,Alternative,10
1 Last Cigarette,3:06,The Band CAMINO,The Band CAMINO,Alternative,10
Hush Hush,2:58,The Band CAMINO,tryhard,Alternative,10
Supercollide,3:34,BANNERS,Where the Shadow Ends,Alternative,10
Distorted Light Beam,2:57,Bastille,Give Me The Future,Alternative,10
Auld Wives,4:39,Bear's Den,Red Earth & Pouring Rain,Alternative,10
All That Matters,4:13,Blanco White,On the Other Side,Singer/Songwriter,10
Father,3:57,Bright City,Hello Maker,Christian,10
You Reign,4:14,Bright City,Hello Maker,Christian,10
"Daniel, You're Still A Child",3:59,Declan McKenna,Zeros,Alternative,10
Michigan,4:07,Ed Prosek,The Riverbed - EP,Singer/Songwriter,10
sex,3:39,EDEN,i think you think too much of me,Alternative,10
Available (Live),9:41,Elevation Worship,Graves into Gardens (Deluxe) [Live],Christian,10
Immortals,3:09,Fall Out Boy,American Beauty / American Psycho,Alternative,10
Oceans (Where Feet May Fail) [Reloaded],6:59,Hillsong UNITED,Zion,Christian,10
Uncomplicated (Studio),3:23,Hillsong Young & Free,All Of My Best Friends,Christian,10
Return Them to the One,4:25,Jack Garratt,"Love, Death & Dancing",Alternative,10
Shoulda,3:49,Jamie Woon,Mirrorwriting,Alternative,10
This Town (feat. Ladysmith Black Mambazo),3:54,Jeremy Loops,Souvenirs - EP,Alternative,10
stop and stare,3:22,joan,portra - EP,Pop,10
The Arrow,5:11,Josh Garrels,Home,Alternative Folk,10
Alaska,3:08,Josh Record,Pillars (Deluxe Version),Alternative,10
For Your Love,3:01,Josh Record,Pillars (Deluxe Version),Alternative,10
Wonder,3:53,Josh Record,Pillars (Deluxe Version),Alternative,10
Saving Grace,3:51,Kodaline,One Day At A Time (Deluxe Edition),Pop,10
Casanova,2:42,Landon Conrath,Nothing Matters Anyway,Indie Pop,10
Droplets (feat. Gabrielle Aplin),3:30,Lewis Watson,The Morning (All of the Songs),Singer/Songwriter,10
Tadow,5:02,Masego & FKJ,Lady Lady,R&B/Soul,10
If You Want Love,3:19,NF,Perception,Hip-Hop/Rap,10
not like you,2:43,Nightly,"night, love you.",Alternative,10
Lose It,3:50,Oh Wonder,Oh Wonder,Alternative,10
Legend (Stripped),3:08,The Score,ATLAS (Deluxe),Alternative,10
Bigger Than I Thought,6:05,Sean Curran,Bigger Than I Thought,Christian,10
"February 13, 2019: Opportunity - Mission Complete",3:17,Sleeping At Last,"February 13, 2019: Opportunity - Mission Complete - Single",Instrumental,10
Goodie Bag,2:26,Still Woozy,Goodie Bag - Single,Pop,10
Becoming a Jackal,3:20,Villagers,Becoming a Jackal,Alternative,10
Mr. Finish Line (feat. Christine Hucal & Theo Katzman),3:13,Vulfpeck,Mr Finish Line,Funk,10
Elsewhere,3:44,Young the Giant,Home of the Strange,Alternative,10
BORED!,3:33,19&YOU,BORED! - Single,Pop,10
Stay,3:25,The Aces,When My Heart Felt Volcanic,Alternative,9
Candyfloss,2:48,Alfie Templeman,Mellow Moon,Pop,9
Rock of Our Salvation,5:01,Bright City,Hello Maker,Christian,9
"If It Hurts, It's Healing",3:04,Cj Pandit,"If It Hurts, It's Healing - Single",Alternative,9
Tough Guy,3:07,Claire Rosinkranz,BeVerly Hills BoYfRiEnd - EP,Pop,9
Parking Lot,3:56,Claire Rosinkranz,Real Life - Single,Pop,9
Sing,3:55,Ed Sheeran,x (Wembley Edition),Pop,9
Be Right Now,3:31,Ed Sheeran,=,Pop,9
Flower in the Dark,3:44,Fiji Blue,Goodbye - EP,Pop,9
A Hot Fireplace,2:44,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,9
Cuore amaro,2:33,GAIA,Alma,Pop,9
Birdsong,5:26,George Ogilvie,Count Your Blessings - EP,Alternative,9
Be Yourself,4:10,Harrison Storm,Sense of Home - EP,Singer/Songwriter,9
"Synesthesia, Pt. III",2:25,Jack Garratt,Phase (Deluxe),Alternative,9
"Synesthesia, Pt. I",3:50,Jack Garratt,Phase (Deluxe),Alternative,9
Hailey,2:59,James Smith,Hailey - Single,Singer/Songwriter,9
would you call me up?,4:12,Jon Bryant,would you call me up?,Alternative,9
08:00 A Good Day,1:30,Jonathan Ogden,Twenty Four,Christian,9
09:00 New Beginnings,2:02,Jonathan Ogden,Twenty Four,Christian,9
11:00 Everything Beautiful,2:09,Jonathan Ogden,Twenty Four,Christian,9
12:00 Daydreaming,2:37,Jonathan Ogden,Twenty Four,Christian,9
Reverie (Reprise),1:40,Jordan Critz,Aegis - EP,Worldwide,9
Awake,2:59,Jordan Critz,Aeon - EP,Instrumental,9
Alternate Oceans,1:30,Jordan Critz,Anomali - EP,Electronic,9
Arriving (feat. DANIEL SAINT BLACK),3:10,Jordan Critz,Arriving (feat. DANIEL SAINT BLACK) - Single,Pop,9
Winterfall,2:43,Jordan Critz,Winterfall - Single,New Age,9
fly when i fall,4:10,Lewis Watson,fly when i fall - Single,Pop,9
castles of sand,3:08,Lewis Watson,the love that you want,Pop,9
so annoying,2:55,Mae Muller,"no one else, not even you",Pop,9
It’s Over,2:56,MarthaGunn,Something Good Will Happen,Alternative,9
When I Lock Eyes (feat. Brandon Lake & Elyssa Smith),8:31,Maverick City Music & UPPERROOM,You Hold It All Together,Christian,9
The Forest: III. -,6:06,"Miloš Karadaglić, National Arts Centre Orchestra & Alexander Shelley",The Moon & The Forest,Classical,9
In My Head,2:12,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,9
Innocent,3:58,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,9
Orange Skies,3:49,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,9
Can't Give It Away,3:05,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,9
Time,4:00,NF,The Search,Hip-Hop/Rap,9
Let Me Go,4:38,NF,The Search,Hip-Hop/Rap,9
Lead Me to the Water,3:04,Nick Wilson,Lead Me to the Water - Single,Singer/Songwriter,9
Don't Look Back in Anger,4:48,Oasis,(What's the Story) Morning Glory?,Indie Rock,9
Stop Waiting,4:15,Oh Wonder,22 Make,Pop,9
"Hollow Talk (From ""The Bridge"")",4:41,Royal Philharmonic Orchestra,Boxsets and Chill,Classical Crossover,9
Atlas: Seven,4:23,Sleeping At Last,Atlas: Seven - Single,Singer/Songwriter,9
Lullaby,1:59,Sleeping At Last,Lullaby - Single,Traditional Folk,9
Tiny Fires,4:17,Toby Johnson,Things I Should Have Said - EP,Singer/Songwriter,9
Waterfalls,4:29,THE WLDLFE,"New, 2016 - EP",Alternative,9
Jungle Youth,3:41,Young the Giant,Home of the Strange,Alternative,9
Wonderful Life,5:09,Zucchero,All the Best - Zu & Co (Night of the Proms 2014),Pop,9
I'm Fine,2:16,Ashe,Ashlyn,Alternative,8
Intro,0:49,BANNERS,Where the Shadow Ends,Alternative,8
Your Love,4:37,Bright City,Hello Maker,Christian,8
Sandman,4:19,Ed Sheeran,=,Pop,8
Perfect Symphony,4:25,Ed Sheeran & Andrea Bocelli,Perfect Symphony - Single,Classical Crossover,8
XO,2:40,EDEN,i think you think too much of me,Alternative,8
A Fire Meditation,3:48,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Crackling Fire,2:12,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Evening Relaxation,1:40,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Dynamic Fire,2:10,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Sounds of Fire,1:56,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
The Campfire,3:48,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Warm Fire,2:44,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Soothing Fire,2:28,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,8
Easy,3:04,Great Good Fine Ok,GGFOUR - EP,Pop,8
Dandelion Wine,3:08,Gregory Alan Isakov,Gregory Alan Isakov with the Colorado Symphony,Singer/Songwriter,8
Cinnamon,2:38,GUNNAR,Cinnamon - Single,Rock,8
"Tennessee (From ""Pearl Harbor"")",3:54,"HAUSER, Prague Symphony Orchestra, Robert Ziegler & Simon Rhodes","Tennessee (From ""Pearl Harbor"") - Single",Classical,8
Get in My Way,3:41,Jack Garratt,"Love, Death & Dancing",Alternative,8
The Love You're Given,5:00,Jack Garratt,Phase (Deluxe),Alternative,8
Fire,4:18,Jack Garratt,Phase (Deluxe),Alternative,8
Thunder,3:12,Jamie Woon,Making Time,Alternative,8
Dedication,6:52,Jamie Woon,Making Time,Alternative,8
07:00 The Morning Comes,2:36,Jonathan Ogden,Twenty Four,Christian,8
10:00 More,2:33,Jonathan Ogden,Twenty Four,Christian,8
13:00 Walk in the Park,2:02,Jonathan Ogden,Twenty Four,Christian,8
18:00 Golden Hour,2:52,Jonathan Ogden,Twenty Four,Christian,8
Haven,3:59,Jordan Critz,Aeon - EP,Instrumental,8
Anomali,3:36,Jordan Critz,Anomali - EP,Electronic,8
A Ripple in Time,2:20,Jordan Critz,Anomali - EP,Electronic,8
Parallel Shores,2:25,Jordan Critz,Anomali - EP,Electronic,8
Infinite,3:53,Jordan Critz,Infinite - Single,Worldwide,8
Restore,4:34,Jordan Critz,Restore - Single,Worldwide,8
Reverie,3:19,Jordan Critz,Reverie - Single,New Age,8
Present,2:36,Khalid,Scenic Drive (The Tape),R&B/Soul,8
Sometimes,3:49,Kodaline,One Day At A Time (Deluxe Edition),Pop,8
Your Wings,2:28,Lauren Daigle,Look Up Child,Christian,8
Even If,3:22,Lewis Watson,The Morning (All of the Songs),Singer/Songwriter,8
Colorblind (feat. Hudson Taylor),3:26,Lewis Watson,The Morning (All of the Songs),Singer/Songwriter,8
Canzone,4:32,Lucio Dalla,12000 Lune,Pop,8
Cautious,2:55,Max Leone,Malleable,Pop,8
Treading Water,4:33,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,8
At the Seams,4:40,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,8
Waiting on You,3:55,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,8
Lie,3:29,NF,Perception,Hip-Hop/Rap,8
Time (Edit),3:51,NF,The Search,Hip-Hop/Rap,8
mess in my head,2:45,Nightly,"night, love you.",Alternative,8
Say Something,3:23,Oh Wonder,22 Make,Pop,8
The Way (New Horizon),4:19,Pat Barrett,Pat Barrett,Christian,8
Painkiller,3:34,Ruel,Free Time,Pop,8
Households,2:56,Sleeping At Last,Yearbook - Collection,Alternative,8
The Wayside,3:46,Tyler Bryant & The Shakedown,The Wayside - EP,Alternative,8
St. Walker,4:08,Young the Giant,Young the Giant (Special Edition),Alternative,8
CIGARETTES,2:30,Zachary Knowles,JUST STAY FOR ONCE - Single,Pop,8
Thunderstruck (Intro),0:32,2CELLOS,Celloverse,Classical,8
Time,4:19,2CELLOS,Celloverse,Classical,8
Underneath My Skin,3:13,The Band CAMINO,The Band CAMINO,Alternative,7
Shine a Light,3:45,BANNERS,Shine a Light - Single,Alternative,7
Back To The Future,2:53,Bastille,Give Me The Future,Alternative,7
Not Every River,1:56,Bear's Den,So that you might hear me,Alternative,7
Laurel Wreath,4:34,Bear's Den,So that you might hear me,Alternative,7
Only Love,4:09,Ben Howard,Every Kingdom (Deluxe Video Edition),Singer/Songwriter,7
All Is Now Harmed,5:02,Ben Howard,I Forget Where We Were,Singer/Songwriter,7
Everything I Did to Get to You (from Songland),3:08,Ben Platt,Everything I Did to Get to You (from Songland) - Single,Pop,7
Ever Be (Live),5:22,Bethel Music & kalley,We Will Not Be Shaken (Live) [Deluxe Edition],Christian,7
Always,3:50,Black Match,Nowhere,Folk,7
Come Back To Me,4:38,Black Match,Nowhere,Folk,7
Samara,4:12,Blanco White,On the Other Side,Singer/Songwriter,7
Fly,3:27,Bright City,Hello Maker,Christian,7
Signal Fire,3:42,Chris Renzema,Let the Ground Rest,CCM,7
LAX,3:24,Claire Rosinkranz,6 Of A Billion - EP,Pop,7
Whatever Keeps You Going - Children's Choir (feat. J.P. Robarts P.S. Music Project),3:23,Donovan Woods,Without People (Deluxe),Singer/Songwriter,7
Home,3:44,Ed Prosek,The Riverbed - EP,Singer/Songwriter,7
Visiting Hours,3:36,Ed Sheeran,=,Pop,7
Over & Over,4:50,ELEVATION RHYTHM,Growing Pains,Christian,7
In Freedom's Name,4:40,Eurielle,Goodbye Butterfly,New Age,7
Imagine,3:32,Fatma Said & vision string quartet,Imagine,Pop,7
Wait!,2:49,Fiji Blue,Reasons You Should Care - EP,Pop,7
From Far Away,2:12,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,7
Zen Fire,2:28,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,7
Fire Sounds For a Deep Sleep,1:56,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,7
Windy Fire,1:40,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,7
Fireplace In the Forest,1:40,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,7
RUNAWAY,2:42,half•alive,"Now, Not Yet",Alternative,7
As It Is (In Heaven),8:40,Hillsong Worship,let there be light. (Deluxe Version),Christian,7
Resurrender (Live),7:02,Hillsong Worship & Brooke Ligertwood,These Same Skies,Christian,7
Follow You (Summer ’21 Version),2:53,Imagine Dragons,Follow You (Summer ’21 Version) - Single,Alternative,7
Wrecked,4:04,Imagine Dragons,Mercury - Act 1,Alternative,7
Anyone,5:23,Jack Garratt,"Love, Death & Dancing",Alternative,7
Old Enough,3:51,Jack Garratt,"Love, Death & Dancing",Alternative,7
I Know All What I Do,3:03,Jack Garratt,Phase (Deluxe),Alternative,7
Sun On Sunday,3:18,James Blunt,Moon Landing,Pop,7
My Oh My,2:39,James Smith,District Line EP,Pop,7
Waterfront (Live),4:05,Jamie Woon,iTunes Festival: London 2007 - EP,Pop,7
14:00 Shinjuku,2:14,Jonathan Ogden,Twenty Four,Christian,7
Escape,2:36,Jordan Critz,Aeon - EP,Instrumental,7
Meris,3:01,Jordan Critz,Meris - Single,Instrumental,7
Invocation,4:48,Josh Garrels,Chrysaline,Singer/Songwriter,7
Closer Than a Brother,5:09,Josh Garrels,Chrysaline,Singer/Songwriter,7
"Faith, Hope, & Love (feat. Lauren Goans)",4:20,Josh Garrels,Chrysaline,Singer/Songwriter,7
Butterfly (feat. Latifah Alattas),4:12,Josh Garrels,Chrysaline,Singer/Songwriter,7
Home At Last,2:52,Josh Garrels,Home,Alternative Folk,7
Summer Has To Come,0:38,Josh Record,Pillars (Deluxe Version),Alternative,7
A Te,4:24,Jovanotti,Safari,Hip-Hop/Rap,7
Intro (feat. Alicia Keys),1:12,Khalid,Scenic Drive (The Tape),R&B/Soul,7
Voicemail (feat. Kiana Ledé),4:07,Khalid,Scenic Drive (The Tape),R&B/Soul,7
Scenic Drive (feat. Ari Lennox & Smino),4:10,Khalid,Scenic Drive (The Tape),R&B/Soul,7
Latch,3:38,Kodaline,In a Perfect World,Alternative,7
Still Rolling Stones,4:08,Lauren Daigle,Look Up Child,Christian,7
Love Like This,4:15,Lauren Daigle,Look Up Child,Christian,7
Close (Demo),3:24,Lewis Watson,The Morning (All of the Songs),Singer/Songwriter,7
Kobra,3:00,Mahmood,Ghettolimpo,Pop,7
Icaro È Libero,2:55,Mahmood,Ghettolimpo,Pop,7
Raising Hell,3:05,MarthaGunn,Something Good Will Happen,Alternative,7
Minute Of My Time,3:55,MarthaGunn,Something Good Will Happen,Alternative,7
The Nights Are Long,3:42,MarthaGunn,Something Good Will Happen,Alternative,7
Passport,3:18,Masego,Studying Abroad - EP,R&B/Soul,7
Possessed,4:20,Newton Faulkner,Studio Zoo (Deluxe),Singer/Songwriter,7
My Life,3:36,NF,Perception,Hip-Hop/Rap,7
Change,3:54,NF,The Search,Hip-Hop/Rap,7
Always Take You Back,5:14,Night Terrors of 1927,Everything's Coming Up Roses,Alternative,7
the car,2:45,Nightly,"night, love you.",Alternative,7
(howitfeels),1:14,Nightly,"night, love you.",Alternative,7
True Romance,3:56,Oh Wonder,22 Make,Pop,7
Can We Always Be Friends?,2:48,Oh Wonder,22 Make,Pop,7
I Ain't Worried,2:28,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),Pop,7
Botl,3:05,Quinn Lewis,Botl - Single,Pop,7
Tu vuò fa l'americano,3:29,Renato Carosone,Italian Vintage Collection (The Best of Italian Songs),Pop,7
Evermore (feat. Jordan Critz),4:09,Roary,V - EP,Worldwide,7
Don't Cry,3:07,Ruel,Free Time,Pop,7
Miracle (Stripped),3:26,The Score,ATLAS (Deluxe),Alternative,7
Atlas: Heart,3:34,Sleeping At Last,Atlas: Heart - Single,Singer/Songwriter,7
Lack,3:01,Will Reagan,Vacancy,Alternative,7
I Can Tell,5:13,Will Reagan & United Pursuit,Tell All My Friends,Christian,7
Reminiscent of Days (Orchestra Version),4:46,Yiruma,The Rewritten Memories,Classical Crossover,7
American Bollywood,4:44,Young the Giant,American Bollywood,Alternative,7
Wake Up,3:37,Young the Giant,American Bollywood,Alternative,7
I Bite,5:03,Young the Giant,American Bollywood,Alternative,7
Home of the Strange,2:37,Young the Giant,Home of the Strange,Alternative,7
I'm In Love With You,4:23,The 1975,Being Funny In a Foreign Language,Alternative,7
Ordinaryish People (feat. Blue Man Group),3:40,AJR,OK ORCHESTRA,Pop,6
Sugar and Daisies,2:28,Alt Bloom,Sugar and Daisies - Single,R&B/Soul,6
EVERYBODYDIES,3:26,The Band CAMINO,The Band CAMINO,Alternative,6
All That You Are,4:11,Bear's Den,Blue Hours,Alternative Folk,6
Surrounded (Fight My Battles),5:01,Bethel Music & Kari Jobe,Peace,Christian,6
Extravagant (Live),6:12,"Bethel Music, Steffany Gretzinger & Amanda Lindsey Cook",Starlight (Live),Christian,6
Fool,3:38,BØRNS,Dopamine,Alternative,6
You Are the One Thing,3:26,Bright City,Hello Maker,Christian,6
Eleanor Rigby,4:40,Cody Fry,Symphony Sessions,Singer/Songwriter,6
Still (4AD Session),3:43,Daughter,4AD Session - EP,Alternative,6
Let Me Know,4:31,Ed Prosek,The Riverbed - EP,Singer/Songwriter,6
Eccomi qui,3:27,Fiorella Mannoia,Padroni di niente,Pop,6
Stimulating Fire,2:10,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,6
Natural Fire,3:08,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,6
Moonlight Fire,3:08,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,6
Morning Fire Sound,1:40,Fire Sounds & Jessica Nature,Relaxing Fireplace,New Age,6
Pomeriggio,2:43,GAIA,Alma,Pop,6
Io e Te (De Leve),3:29,GAIA & Selton,Alma,Pop,6
Paradise,4:55,The Gray Havens,Blue Flower,Alternative,6
Pale Moonlight,3:31,The Gray Havens,Blue Flower,Alternative,6
Almost (Sweet Music),3:37,Hozier,"Wasteland, Baby!",Alternative,6
Better,4:14,Jack Garratt,"Love, Death & Dancing",Alternative,6
Incomplete,3:42,James Bay,Chaos and the Calm,Singer/Songwriter,6
Face the Sun,4:04,James Blunt,Moon Landing,Pop,6
Miss America,3:08,James Blunt,Moon Landing,Pop,6
Got the Love,3:04,James Smith,Got The Love - Single,Pop,6
Street,3:10,Jamie Woon,Mirrorwriting,Alternative,6
The Harder They Fall Choir,2:02,Jeymes Samuel & The Chamber Orchestra of London,The Harder They Fall (Original Score),Soundtrack,6
take me on (chilled),3:24,joan,portra - EP,Pop,6
Shot in the Dark,4:09,John Mayer,Sob Rock,Pop,6
Ascension,4:26,Jordan Critz,Aeon - EP,Instrumental,6
Ascension,4:26,Jordan Critz,Ascension - Single,Instrumental,6
Eastern Sea (Piano Sonata),3:53,Jordan Critz,Eastern Sea (Piano Sonata) - Single,New Age,6
Escape,2:36,Jordan Critz,Escape - Single,Instrumental,6
Infinite Sonata,2:28,Jordan Critz,Infinite - Single,Worldwide,6
Anchor for My Soul,4:26,Josh Garrels,Chrysaline,Singer/Songwriter,6
Consecration,3:48,Josh Garrels,Chrysaline,Singer/Songwriter,6
I Hope You Left Here Knowing That,4:17,K.S. Rhoads,Experts,Singer/Songwriter,6
Backseat,2:55,Khalid,Scenic Drive (The Tape),R&B/Soul,6
Brand New (feat. QUIN),2:52,Khalid,Scenic Drive (The Tape),R&B/Soul,6
Open (feat. Majid Jordan),3:48,Khalid,Scenic Drive (The Tape),R&B/Soul,6
Everything,4:19,Lauren Daigle,Look Up Child,Christian,6
Inuyasha,3:54,Mahmood,Ghettolimpo,Pop,6
Rubini,3:48,Mahmood & Elisa,Ghettolimpo,Pop,6
Il Meno Possibile (feat. Gazzelle),3:00,Marco Mengoni,MATERIA (TERRA),Pop,6
Valerie (feat. Amy Winehouse),3:39,Mark Ronson featuring Amy Winehouse,Version,Pop,6
Undone,2:57,MarthaGunn,Something Good Will Happen,Alternative,6
Giving In,3:18,MarthaGunn,Something Good Will Happen,Alternative,6
See You Again,3:05,MarthaGunn,Something Good Will Happen,Alternative,6
Ink Dark Moon: Ic. Luminoso,1:16,"Miloš Karadaglić, BBC Symphony Orchestra & Ben Gernon",The Moon & The Forest,Classical,6
The Search,4:08,NF,The Search,Hip-Hop/Rap,6
When I Grow Up,3:17,NF,The Search,Hip-Hop/Rap,6
Circles,3:43,Of Monsters and Men,Circles - Single,Alternative,6
Magnificent,4:29,Oh Wonder,22 Make,Pop,6
Sempre sempre,3:58,Peppino Gagliardi,"La mia storia, la mia musica... tutto continua",Pop,6
Dont Know How,3:03,Ricky Montgomery,Montgomery Ricky,Pop,6
How I'm Feeling,2:51,Ryan Woods,King of the Basement,Alternative,6
Cold Cold Man,3:51,Saint Motel,My Type - EP,Alternative,6
Bongo,2:21,Sally Boy,Lies I Tell Myself,Pop,6
Chess & Checkers,2:29,Sally Boy,Lies I Tell Myself,Pop,6
Put Your Lights On (feat. Everlast),4:47,Santana,Supernatural (Remastered),Rock,6
As the World Caves In,2:42,Sarah Cothran,As the World Caves In - Single,Pop,6
Dearly Loved,4:26,Shaylee Simeone,Dearly Loved - Single,Christian,6
A-O-K,2:54,Tai Verdes,TV,Pop,6
Here I Am To Worship (Live),6:50,Tim Hughes,Happy Day - Live Worship - London,Christian & Gospel,6
Caving In,5:05,Will Reagan,Vacancy,Alternative,6
Tomorrow,3:09,Young the Giant,American Bollywood,Alternative,6
Cult of Personality,3:25,Young the Giant,American Bollywood,Alternative,6
jungle,2:40,Zachary Knowles,magnolia - EP,Pop,6
All I Need To Hear,3:30,The 1975,Being Funny In a Foreign Language,Alternative,6
Last One,3:47,The Aces,When My Heart Felt Volcanic,Alternative,5
Folding Mountains,2:48,Alfie Templeman,Mellow Moon,Pop,5
Colour Me Blue,3:17,Alfie Templeman,Mellow Moon,Pop,5
October Eyes,2:28,Alt Bloom,October Eyes - EP,Alternative,5
Mira Il Tuo Popolo (Arr. Mercurio),3:40,Andrea Bocelli,Believe (Deluxe),Classical Crossover,5
Love Is Not Enough,3:09,Ashe,Ashlyn,Alternative,5
Help Me Get Over You,2:56,The Band CAMINO,The Band CAMINO,Alternative,5
Quarter Past Midnight,3:19,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,5
Doom Days,2:18,Bastille,Doom Days (This Got Out of Hand Edition),Alternative,5
Goodness of God,7:35,Bethel Music & Jenn Johnson,Peace,Christian,5
Peace,4:54,Bethel Music & We The Kingdom,Peace,Christian,5
Raise a Hallelujah,6:14,"Bethel Music, Jonathan David Helser & Melissa Helser",Peace,Christian,5
See Through,3:10,Black Match,Nowhere,Folk,5
Redemption,3:42,Black Match,Nowhere,Folk,5
Alive,4:02,Black Match,Nowhere,Folk,5
Mambo Italiano,2:33,Carla Boni,Mambo Italiano,Vocal,5
Older Than Our God (Forever Young),5:07,Chris Renzema,Let the Ground Rest,CCM,5
I Feel Alive?,3:31,COIN,Indigo Violet - EP,Alternative,5
Youth (4AD Session),4:31,Daughter,4AD Session - EP,Alternative,5
7 Minutes,3:31,Dean Lewis,A Place We Knew,Singer/Songwriter,5
Give You Love,3:38,Declan J Donovan,Give You Love - Single,Singer/Songwriter,5
Be An Astronaut,4:36,Declan McKenna,Zeros,Alternative,5
The Key to Life on Earth,4:07,Declan McKenna,Zeros,Alternative,5
Autumn Leaves (Bonus Track),3:21,Ed Sheeran,+ (Deluxe Version),Pop,5
drugs,5:38,EDEN,i think you think too much of me,Alternative,5
See a Victory,6:03,Elevation Worship,At Midnight - EP,Christian,5
Servant To Love,3:29,Eurielle,Goodbye Butterfly,New Age,5
Boca,2:36,"GAIA, Sean Paul & Childsplay",Alma,Pop,5
Blue Flower,2:57,The Gray Havens,Blue Flower,Alternative,5
Summer Sun,0:50,The Gray Havens,Blue Flower,Alternative,5
"If I Go, I'm Goin",4:25,Gregory Alan Isakov,Gregory Alan Isakov with the Colorado Symphony,Singer/Songwriter,5
Moment,2:59,Griff,The Mirror Talk - EP,Pop,5
TIME 2,3:57,half•alive,TIME 2 - Single,Alternative,5
She Will Lay My Body on the Stone,4:24,Jack Garratt,"Love, Death & Dancing",Alternative,5
Bones,2:53,James Blunt,Moon Landing,Pop,5
Sultans of Swing,6:57,Jamie Harrison Guitar,Sultans of Swing - Single,Rock,5
